,celltype
HP1525301T2D_D1,ductal
HP1525301T2D_I18,ductal
HP1525301T2D_M11,ductal
HP1525301T2D_I23,ductal
HP1525301T2D_K14,ductal
HP1525301T2D_J7,ductal
HP1525301T2D_C4,ductal
HP1525301T2D_J21,ductal
HP1525301T2D_C6,ductal
HP1525301T2D_G3,ductal
HP1525301T2D_E11,ductal
HP1525301T2D_N4,ductal
HP1525301T2D_B24,ductal
HP1525301T2D_O20,ductal
HP1525301T2D_G13,ductal
HP1525301T2D_L23,ductal
HP1525301T2D_I1,ductal
HP1525301T2D_C24,ductal
HP1525301T2D_G14,ductal
HP1525301T2D_L1,ductal
HP1525301T2D_I10,ductal
HP1525301T2D_G20,ductal
HP1525301T2D_H24,ductal
HP1525301T2D_P13,ductal
HP1525301T2D_D2,ductal
HP1525301T2D_I3,ductal
HP1525301T2D_K21,ductal
HP1525301T2D_H3,ductal
HP1525301T2D_N5,ductal
HP1525301T2D_A17,ductal
HP1525301T2D_C13,ductal
HP1525301T2D_I19,ductal
HP1525301T2D_J15,ductal
HP1525301T2D_P21,ductal
HP1525301T2D_P5,ductal
HP1525301T2D_F21,ductal
HP1525301T2D_A19,ductal
HP1525301T2D_O7,ductal
HP1525301T2D_A12,ductal
HP1525301T2D_K11,ductal
HP1525301T2D_O23,ductal
HP1525301T2D_A15,ductal
HP1525301T2D_L2,ductal
HP1525301T2D_B10,ductal
HP1525301T2D_K18,ductal
HP1525301T2D_C17,ductal
HP1525301T2D_D3,ductal
HP1525301T2D_D22,ductal
HP1525301T2D_F16,ductal
HP1525301T2D_N11,ductal
HP1525301T2D_K6,ductal
HP1525301T2D_L4,ductal
HP1525301T2D_G9,ductal
HP1525301T2D_L20,ductal
HP1525301T2D_E20,ductal
HP1525301T2D_I22,ductal
HP1525301T2D_F8,ductal
HP1525301T2D_A13,ductal
HP1525301T2D_A1,ductal
HP1525301T2D_N14,ductal
HP1525301T2D_J9,ductal
HP1525301T2D_P2,ductal
HP1525301T2D_K12,ductal
HP1525301T2D_O17,ductal
HP1525301T2D_L3,ductal
HP1525301T2D_D5,ductal
HP1525301T2D_I15,ductal
HP1525301T2D_E15,ductal
HP1525301T2D_H11,ductal
HP1525301T2D_L6,ductal
HP1525301T2D_F12,ductal
HP1525301T2D_P19,ductal
HP1525301T2D_A14,ductal
HP1525301T2D_C9,ductal
HP1525301T2D_J20,ductal
HP1525301T2D_N16,ductal
HP1525301T2D_C15,ductal
HP1525301T2D_D14,ductal
HP1525301T2D_N20,ductal
HP1525301T2D_P20,ductal
HP1525301T2D_L16,ductal
HP1525301T2D_G5,ductal
HP1525301T2D_P4,ductal
HP1525301T2D_I17,ductal
HP1525301T2D_M6,ductal
HP1525301T2D_O8,ductal
HP1525301T2D_N1,ductal
HP1525301T2D_B21,ductal
HP1525301T2D_H16,ductal
HP1525301T2D_M15,ductal
HP1525301T2D_C19,ductal
HP1525301T2D_K2,ductal
HP1525301T2D_M9,ductal
HP1525301T2D_N15,ductal
HP1525301T2D_B14,ductal
HP1525301T2D_D4,ductal
HP1525301T2D_G10,ductal
HP1525301T2D_H2,ductal
HP1525301T2D_H1,ductal
HP1525301T2D_H18,ductal
HP1525301T2D_O16,ductal
HP1525301T2D_I24,ductal
HP1525301T2D_O24,ductal
HP1525301T2D_M20,ductal
HP1525301T2D_H17,ductal
HP1525301T2D_C21,ductal
HP1525301T2D_L13,ductal
HP1525301T2D_K17,ductal
HP1525301T2D_D8,ductal
HP1525301T2D_M12,ductal
HP1525301T2D_N12,ductal
HP1525301T2D_C11,ductal
HP1525301T2D_I8,ductal
HP1525301T2D_O22,ductal
HP1525301T2D_K1,ductal
HP1525301T2D_E17,ductal
HP1525301T2D_D15,ductal
HP1525301T2D_G21,ductal
HP1525301T2D_E4,ductal
HP1525301T2D_C22,ductal
HP1525301T2D_B3,ductal
HP1525301T2D_N6,ductal
HP1525301T2D_I16,ductal
HP1525301T2D_P23,ductal
HP1525301T2D_O10,ductal
HP1526901T2D_O5,ductal
HP1526901T2D_F15,ductal
HP1526901T2D_M8,ductal
HP1526901T2D_I1,ductal
HP1526901T2D_J18,ductal
HP1526901T2D_B24,ductal
HP1526901T2D_G24,ductal
HP1526901T2D_E23,ductal
HP1526901T2D_D4,ductal
HP1526901T2D_K4,ductal
HP1526901T2D_M20,ductal
HP1526901T2D_D22,ductal
HP1526901T2D_J11,ductal
HP1526901T2D_E9,ductal
HP1526901T2D_F24,ductal
HP1526901T2D_J3,ductal
HP1526901T2D_A11,ductal
HP1526901T2D_F16,ductal
HP1526901T2D_A24,ductal
HP1526901T2D_E22,ductal
HP1526901T2D_C14,ductal
HP1526901T2D_E1,ductal
HP1526901T2D_F22,ductal
HP1526901T2D_D3,ductal
HP1526901T2D_H9,ductal
HP1526901T2D_M14,ductal
HP1526901T2D_B23,ductal
HP1526901T2D_C22,ductal
HP1526901T2D_D2,ductal
HP1526901T2D_K1,ductal
HP1526901T2D_C23,ductal
HP1526901T2D_C20,ductal
HP1526901T2D_N21,ductal
HP1526901T2D_K19,ductal
HP1526901T2D_F8,ductal
HP1526901T2D_E14,ductal
HP1526901T2D_H21,ductal
HP1526901T2D_J12,ductal
HP1526901T2D_A21,ductal
HP1526901T2D_G22,ductal
HP1526901T2D_B5,ductal
HP1526901T2D_O4,ductal
HP1526901T2D_D12,ductal
HP1526901T2D_H5,ductal
HP1526901T2D_N11,ductal
HP1526901T2D_H8,ductal
HP1526901T2D_B3,ductal
D101_21,endothelial
D1713_93,endothelial
D172444_39,endothelial
D17TGFB_7,endothelial
D73_56,endothelial
D28-1_2,endothelial
D28-1_26,endothelial
D28-2_76,endothelial
D28-3_43,endothelial
D28-7_86,endothelial
D29-1_2,endothelial
D29-7_18,endothelial
D30-1_44,endothelial
D30-1_77,endothelial
D30-3_94,endothelial
D30-7_90,endothelial
D30-8_34,endothelial
D30-8_87,endothelial
D31-1_41,endothelial
D31-3_71,endothelial
D31-6_6,endothelial
D31-6_70,endothelial
D31-6_73,endothelial
D31-7_4,endothelial
D31-7_32,endothelial
D31-8_39,endothelial
10th_C46_S94,endothelial
11th-C77_S82,endothelial
12th-C69_S135,endothelial
12th-C76_S177,endothelial
13th_C23_S187,endothelial
13th_C69_S173,endothelial
13th_C72_S215,endothelial
2nd-C21_S37,endothelial
2nd-C2_S2,endothelial
4th-C78_S58,endothelial
5th-C47_S118,endothelial
5th-C67_S105,endothelial
9th-C36_S59,endothelial
9th-C96_S81,endothelial
HP1502401_I12,endothelial
HP1504101T2D_C1,endothelial
HP1504901_I17,endothelial
HP1504901_P3,endothelial
HP1504901_A23,endothelial
HP1504901_P18,endothelial
HP1504901_G10,endothelial
HP1504901_F16,endothelial
HP1504901_D4,endothelial
HP1504901_E2,endothelial
HP1507101_D10,endothelial
HP1507101_P20,endothelial
HP1508501T2D_K18,endothelial
HP1509101_I17,endothelial
HP1509101_H17,endothelial
HP1509101_P14,endothelial
HP1509101_K5,endothelial
HP1509101_L18,endothelial
HP1509101_F23,endothelial
HP1509101_G21,endothelial
HP1525301T2D_P15,endothelial
D101_48,activated_stellate
D10631_70,activated_stellate
D1713_23,activated_stellate
D1713_34,activated_stellate
D1713_38,activated_stellate
D1713_40,activated_stellate
D1713_76,activated_stellate
D17All1_68,activated_stellate
D17All2_83,activated_stellate
D17All2_86,activated_stellate
D17All2_93,activated_stellate
D17TGFB_77,activated_stellate
D71_22,activated_stellate
D72_25,activated_stellate
D73_16,activated_stellate
D73_39,activated_stellate
D74_7,activated_stellate
D74_44,activated_stellate
D74_45,activated_stellate
D28-2_41,activated_stellate
D28-5_25,activated_stellate
D28-5_28,activated_stellate
D28-5_39,activated_stellate
D28-5_51,activated_stellate
D28-5_53,activated_stellate
D28-5_56,activated_stellate
D28-6_49,activated_stellate
D28-6_64,activated_stellate
D28-7_68,activated_stellate
D28-7_74,activated_stellate
D28-7_88,activated_stellate
D28-8_16,activated_stellate
D28-8_65,activated_stellate
D28-8_66,activated_stellate
D28-8_73,activated_stellate
D29-1_61,activated_stellate
D29-2_1,activated_stellate
D29-8_4,activated_stellate
D30-1_22,activated_stellate
D30-1_25,activated_stellate
D30-1_70,activated_stellate
D30-1_79,activated_stellate
D30-2_6,activated_stellate
D30-2_29,activated_stellate
D30-2_59,activated_stellate
D30-2_77,activated_stellate
D30-2_84,activated_stellate
D30-2_92,activated_stellate
D30-2_93,activated_stellate
D30-3_6,activated_stellate
D30-3_39,activated_stellate
D30-3_59,activated_stellate
D30-3_61,activated_stellate
D30-3_72,activated_stellate
D30-4_10,activated_stellate
D30-4_30,activated_stellate
D30-4_35,activated_stellate
D30-4_55,activated_stellate
D30-4_64,activated_stellate
D30-4_78,activated_stellate
D30-5_3,activated_stellate
D30-5_4,activated_stellate
D30-5_15,activated_stellate
D30-5_29,activated_stellate
D30-5_59,activated_stellate
D30-5_72,activated_stellate
D30-5_80,activated_stellate
D30-5_90,activated_stellate
D30-6_3,activated_stellate
D30-6_10,activated_stellate
D30-6_17,activated_stellate
D30-6_23,activated_stellate
D30-6_27,activated_stellate
D30-6_84,activated_stellate
D30-6_93,activated_stellate
D30-7_30,activated_stellate
D30-7_33,activated_stellate
D30-7_38,activated_stellate
D30-7_72,activated_stellate
D30-7_81,activated_stellate
D30-7_86,activated_stellate
D30-8_15,activated_stellate
D30-8_18,activated_stellate
D30-8_25,activated_stellate
D30-8_50,activated_stellate
D30-8_57,activated_stellate
D30-8_60,activated_stellate
D30-8_91,activated_stellate
D30-8_94,activated_stellate
D31-1_23,activated_stellate
D31-2_19,activated_stellate
D31-2_24,activated_stellate
D31-2_80,activated_stellate
D31-2_85,activated_stellate
D31-2_91,activated_stellate
D31-3_15,activated_stellate
D31-3_59,activated_stellate
D31-4_67,activated_stellate
D31-5_77,activated_stellate
D31-5_78,activated_stellate
D31-5_82,activated_stellate
D31-5_83,activated_stellate
D31-6_1,activated_stellate
D31-6_84,activated_stellate
D31-7_20,activated_stellate
D31-7_48,activated_stellate
D31-8_18,activated_stellate
D31-8_56,activated_stellate
D31-8_92,activated_stellate
10th_C19_S62,activated_stellate
10th_C56_S74,activated_stellate
10th_C77_S120,activated_stellate
11th-C16_S64,activated_stellate
11th-C2_S8,activated_stellate
11th-C40_S52,activated_stellate
11th-C56_S32,activated_stellate
12th-C36_S158,activated_stellate
12th-C46_S145,activated_stellate
12th-C94_S180,activated_stellate
1st-C34_S54,activated_stellate
1st-C42_S71,activated_stellate
2nd-C54_S12,activated_stellate
3rd-C42_S74,activated_stellate
3rd-C51_S87,activated_stellate
9th-C2_S2,activated_stellate
AZ_F5,activated_stellate
HP1502401_H18,activated_stellate
HP1504101T2D_P3,activated_stellate
HP1504101T2D_F18,activated_stellate
HP1504901_I19,activated_stellate
HP1504901_B24,activated_stellate
HP1504901_M19,activated_stellate
HP1504901_E9,activated_stellate
HP1504901_J24,activated_stellate
HP1504901_J18,activated_stellate
HP1506401_B15,activated_stellate
HP1506401_B20,activated_stellate
HP1507101_G2,activated_stellate
HP1507101_M10,activated_stellate
HP1507101_J12,activated_stellate
HP1507101_D9,activated_stellate
HP1507101_C11,activated_stellate
HP1507101_K13,activated_stellate
HP1507101_E18,activated_stellate
HP1507101_K20,activated_stellate
HP1507101_L1,activated_stellate
HP1507101_E23,activated_stellate
HP1508501T2D_A8,activated_stellate
HP1508501T2D_H5,activated_stellate
HP1508501T2D_I3,activated_stellate
HP1508501T2D_L10,activated_stellate
HP1508501T2D_L15,activated_stellate
HP1508501T2D_C12,activated_stellate
HP1508501T2D_I19,activated_stellate
HP1508501T2D_E20,activated_stellate
HP1508501T2D_J2,activated_stellate
HP1508501T2D_M10,activated_stellate
HP1508501T2D_M21,activated_stellate
HP1509101_D10,activated_stellate
HP1509101_B12,activated_stellate
HP1509101_P23,activated_stellate
HP1509101_J14,activated_stellate
HP1509101_B17,activated_stellate
HP1525301T2D_P16,activated_stellate
HP1525301T2D_F24,activated_stellate
HP1525301T2D_O9,activated_stellate
HP1525301T2D_E12,activated_stellate
HP1525301T2D_F7,activated_stellate
HP1525301T2D_B6,activated_stellate
HP1525301T2D_E5,activated_stellate
HP1525301T2D_L8,activated_stellate
HP1525301T2D_E24,activated_stellate
HP1525301T2D_K10,activated_stellate
HP1525301T2D_M2,activated_stellate
HP1525301T2D_J17,activated_stellate
HP1525301T2D_D21,activated_stellate
HP1526901T2D_P13,activated_stellate
HP1526901T2D_E15,activated_stellate
HP1526901T2D_O2,activated_stellate
HP1526901T2D_I9,activated_stellate
D102_21,schwann
D30-7_84,schwann
D31-2_4,schwann
D31-5_47,schwann
D31-6_23,schwann
13th_C36_S196,schwann
4th-C3_S1,schwann
6th-C62_S25,schwann
6th-C63_S26,schwann
9th-C22_S41,schwann
HP1504101T2D_H7,schwann
HP1504901_C2,schwann
D1713_28,mast
D28-1_64,mast
D28-2_66,mast
D28-3_17,mast
D29-2_55,mast
D30-4_65,mast
D30-8_21,mast
3rd-C6_S44,mast
7th-C44_S76,mast
9th-C5_S8,mast
HP1502401_J7,mast
HP1507101_M16,mast
HP1508501T2D_M1,mast
HP1508501T2D_H12,mast
HP1526901T2D_O12,mast
HP1526901T2D_P8,mast
HP1526901T2D_E17,mast
D1713_62,macrophage
D28-2_79,macrophage
D28-3_88,macrophage
D28-4_1,macrophage
D28-6_15,macrophage
D28-8_42,macrophage
D28-8_50,macrophage
D29-2_49,macrophage
D29-8_67,macrophage
D30-2_38,macrophage
D30-2_79,macrophage
D30-3_84,macrophage
D30-5_41,macrophage
D30-7_88,macrophage
D31-5_72,macrophage
D31-6_57,macrophage
7th-C40_S70,macrophage
AZ_E3,macrophage
HP1507101_L8,macrophage
HP1507101_N1,macrophage
HP1508501T2D_F14,macrophage
HP1508501T2D_C9,macrophage
HP1525301T2D_I11,macrophage
HP1526901T2D_G11,macrophage
D17All2_88,epsilon
D29-4_84,epsilon
D29-7_71,epsilon
D30-4_20,epsilon
D31-6_25,epsilon
9th-C84_S60,epsilon
HP1502401_E14,epsilon
HP1504101T2D_M8,epsilon
HP1504101T2D_C16,epsilon
HP1504901_F14,epsilon
HP1504901_D18,epsilon
HP1504901_C13,epsilon
HP1506401_J16,epsilon
HP1526901T2D_M13,epsilon
D71_68,quiescent_stellate
D28-3_1,quiescent_stellate
D28-4_14,quiescent_stellate
D28-5_88,quiescent_stellate
D28-5_89,quiescent_stellate
D28-6_1,quiescent_stellate
D28-6_40,quiescent_stellate
D28-6_43,quiescent_stellate
D28-8_52,quiescent_stellate
D29-3_73,quiescent_stellate
D29-8_52,quiescent_stellate
D31-4_16,quiescent_stellate
D31-8_47,quiescent_stellate
3rd-C35_S23,quiescent_stellate
HP1504101T2D_P14,quiescent_stellate
HP1504901_A22,quiescent_stellate
HP1504901_M11,quiescent_stellate
HP1504901_N21,quiescent_stellate
HP1507101_P15,quiescent_stellate
HP1508501T2D_M16,quiescent_stellate
