,CellType
3382,Astrocyte
3383,Astrocyte
3384,Astrocyte
3385,Astrocyte
3387,Astrocyte
3388,Astrocyte
3389,Astrocyte
3390,Astrocyte
3391,Astrocyte
3392,Astrocyte
3394,Astrocyte
3396,Astrocyte
3397,Astrocyte
3398,Astrocyte
3399,Astrocyte
3400,Astrocyte
3401,Astrocyte
3402,Astrocyte
3403,Astrocyte
3404,Astrocyte
3405,Astrocyte
3406,Astrocyte
3407,Astrocyte
3408,Astrocyte
3409,Astrocyte
3410,Astrocyte
3411,Astrocyte
3412,Astrocyte
3413,Astrocyte
3414,Astrocyte
3415,Astrocyte
3416,Astrocyte
3417,Astrocyte
3418,Astrocyte
3419,Astrocyte
3420,Astrocyte
3421,Astrocyte
3422,Astrocyte
3423,Astrocyte
3424,Astrocyte
3425,Astrocyte
3426,Astrocyte
3427,Astrocyte
3428,Astrocyte
3429,Astrocyte
3431,Astrocyte
3432,Astrocyte
3433,Astrocyte
3434,Astrocyte
3435,Astrocyte
3436,Astrocyte
3437,Astrocyte
3438,Astrocyte
3439,Astrocyte
3440,Astrocyte
3441,Astrocyte
3442,Astrocyte
3443,Astrocyte
3444,Astrocyte
3445,Astrocyte
3446,Astrocyte
3447,Astrocyte
3448,Astrocyte
3449,Astrocyte
3450,Astrocyte
3451,Astrocyte
3452,Astrocyte
3453,Astrocyte
3454,Astrocyte
3455,Astrocyte
3456,Astrocyte
3457,Astrocyte
3458,Astrocyte
3459,Excitatory neuron
3460,Excitatory neuron
3461,Excitatory neuron
3462,Excitatory neuron
3463,Excitatory neuron
3464,Excitatory neuron
3465,Excitatory neuron
3466,Excitatory neuron
3467,Excitatory neuron
3468,Excitatory neuron
3469,Excitatory neuron
3470,Inhibitory neuron
3471,Excitatory neuron
3472,Excitatory neuron
3473,Excitatory neuron
3474,Excitatory neuron
3475,Excitatory neuron
3476,Excitatory neuron
3477,Excitatory neuron
3478,Excitatory neuron
3479,Excitatory neuron
3480,Excitatory neuron
3481,Excitatory neuron
3482,Excitatory neuron
3483,Excitatory neuron
3484,Excitatory neuron
3485,Excitatory neuron
3486,Excitatory neuron
3487,Excitatory neuron
3488,Excitatory neuron
3489,Excitatory neuron
3490,Excitatory neuron
3491,Excitatory neuron
3492,Excitatory neuron
3493,Excitatory neuron
3494,Excitatory neuron
3495,Excitatory neuron
3496,Excitatory neuron
3497,Excitatory neuron
3498,Excitatory neuron
3499,Excitatory neuron
3500,Excitatory neuron
3501,Excitatory neuron
3502,Excitatory neuron
3503,Excitatory neuron
3504,Excitatory neuron
3505,Excitatory neuron
3506,Excitatory neuron
3507,Excitatory neuron
3508,Excitatory neuron
3509,Excitatory neuron
3510,Excitatory neuron
3511,Excitatory neuron
3512,Excitatory neuron
3513,Excitatory neuron
3514,Excitatory neuron
3515,Excitatory neuron
3516,Excitatory neuron
3517,Excitatory neuron
3518,Excitatory neuron
3519,Excitatory neuron
3520,Excitatory neuron
3521,Excitatory neuron
3522,Excitatory neuron
3523,Excitatory neuron
3524,Excitatory neuron
3525,Excitatory neuron
3526,Excitatory neuron
3527,Excitatory neuron
3528,Excitatory neuron
3529,Excitatory neuron
3530,Excitatory neuron
3531,Excitatory neuron
3532,Excitatory neuron
3533,Excitatory neuron
3534,Excitatory neuron
3535,Excitatory neuron
3536,Excitatory neuron
3537,Excitatory neuron
3538,Excitatory neuron
3539,Excitatory neuron
3540,Excitatory neuron
3541,Excitatory neuron
3542,Excitatory neuron
3543,Excitatory neuron
3544,Excitatory neuron
3545,Excitatory neuron
3546,Excitatory neuron
3547,Excitatory neuron
3548,Excitatory neuron
3549,Excitatory neuron
3550,Excitatory neuron
3551,Excitatory neuron
3552,Excitatory neuron
3553,Excitatory neuron
3554,Excitatory neuron
3555,Excitatory neuron
3556,Excitatory neuron
3557,Excitatory neuron
3558,Excitatory neuron
3559,Excitatory neuron
3560,Excitatory neuron
3561,Excitatory neuron
3562,Excitatory neuron
3563,Excitatory neuron
3564,Excitatory neuron
3565,Excitatory neuron
3566,Excitatory neuron
3567,Excitatory neuron
3568,Excitatory neuron
3569,Excitatory neuron
3570,Excitatory neuron
3571,Excitatory neuron
3572,Excitatory neuron
3573,Excitatory neuron
3574,Excitatory neuron
3575,Excitatory neuron
3576,Excitatory neuron
3577,Excitatory neuron
3578,Excitatory neuron
3579,Excitatory neuron
3580,Excitatory neuron
3581,Excitatory neuron
3582,Excitatory neuron
3583,Excitatory neuron
3584,Excitatory neuron
3585,Excitatory neuron
3586,Excitatory neuron
3587,Excitatory neuron
3588,Excitatory neuron
3589,Excitatory neuron
3590,Excitatory neuron
3591,Excitatory neuron
3592,Excitatory neuron
3593,Excitatory neuron
3594,Excitatory neuron
3595,Excitatory neuron
3596,Excitatory neuron
3597,Excitatory neuron
3598,Excitatory neuron
3599,Excitatory neuron
3600,Excitatory neuron
3601,Excitatory neuron
3602,Excitatory neuron
3603,Excitatory neuron
3604,Excitatory neuron
3605,Excitatory neuron
3606,Excitatory neuron
3607,Excitatory neuron
3608,Excitatory neuron
3609,Excitatory neuron
3610,Excitatory neuron
3611,Excitatory neuron
3612,Excitatory neuron
3613,Excitatory neuron
3614,Excitatory neuron
3615,Excitatory neuron
3616,Excitatory neuron
3617,Excitatory neuron
3618,Excitatory neuron
3619,Excitatory neuron
3620,Excitatory neuron
3621,Excitatory neuron
3622,Excitatory neuron
3623,Excitatory neuron
3624,Excitatory neuron
3625,Excitatory neuron
3626,Excitatory neuron
3627,Excitatory neuron
3628,Excitatory neuron
3629,Excitatory neuron
3630,Excitatory neuron
3631,Excitatory neuron
3632,Excitatory neuron
3633,Excitatory neuron
3634,Excitatory neuron
3635,Excitatory neuron
3636,Excitatory neuron
3637,Excitatory neuron
3638,Excitatory neuron
3639,Excitatory neuron
3640,Excitatory neuron
3641,Excitatory neuron
3642,Excitatory neuron
3643,Excitatory neuron
3644,Excitatory neuron
3645,Excitatory neuron
3646,Excitatory neuron
3647,Excitatory neuron
3648,Excitatory neuron
3649,Excitatory neuron
3650,Excitatory neuron
3651,Excitatory neuron
3652,Excitatory neuron
3653,Excitatory neuron
3654,Excitatory neuron
3655,Excitatory neuron
3656,Excitatory neuron
3657,Excitatory neuron
3658,Excitatory neuron
3659,Excitatory neuron
3660,Excitatory neuron
3661,Excitatory neuron
3662,Excitatory neuron
3663,Excitatory neuron
3664,Excitatory neuron
3665,Excitatory neuron
3666,Excitatory neuron
3667,Excitatory neuron
3668,Excitatory neuron
3669,Excitatory neuron
3670,Excitatory neuron
3671,Excitatory neuron
3672,Excitatory neuron
3673,Excitatory neuron
3674,Excitatory neuron
3675,Excitatory neuron
3676,Excitatory neuron
3677,Excitatory neuron
3678,Excitatory neuron
3679,Excitatory neuron
3680,Inhibitory neuron
3681,Excitatory neuron
3682,Inhibitory neuron
3683,Inhibitory neuron
3684,Inhibitory neuron
3685,Inhibitory neuron
3686,Inhibitory neuron
3687,Inhibitory neuron
3688,Inhibitory neuron
3689,Inhibitory neuron
3690,Inhibitory neuron
3691,Inhibitory neuron
3692,Inhibitory neuron
3693,Excitatory neuron
3694,Inhibitory neuron
3695,Inhibitory neuron
3696,Inhibitory neuron
3697,Inhibitory neuron
3698,Inhibitory neuron
3699,Inhibitory neuron
3700,Inhibitory neuron
3701,Inhibitory neuron
3702,Inhibitory neuron
3703,Inhibitory neuron
3704,Inhibitory neuron
3705,Inhibitory neuron
3706,Inhibitory neuron
3707,Inhibitory neuron
3708,Inhibitory neuron
3709,Inhibitory neuron
3710,Inhibitory neuron
3711,Inhibitory neuron
3712,Inhibitory neuron
3713,Inhibitory neuron
3714,Inhibitory neuron
3715,Inhibitory neuron
3716,Inhibitory neuron
3717,Excitatory neuron
3718,Inhibitory neuron
3719,Inhibitory neuron
3720,Inhibitory neuron
3721,Inhibitory neuron
3722,Inhibitory neuron
3723,Inhibitory neuron
3724,Inhibitory neuron
3725,Inhibitory neuron
3726,Inhibitory neuron
3727,Inhibitory neuron
3728,Inhibitory neuron
3729,Inhibitory neuron
3730,Inhibitory neuron
3731,Inhibitory neuron
3732,Inhibitory neuron
3733,Excitatory neuron
3734,Inhibitory neuron
3735,Inhibitory neuron
3736,Inhibitory neuron
3737,Inhibitory neuron
3738,Inhibitory neuron
3739,Inhibitory neuron
3740,Inhibitory neuron
3741,Inhibitory neuron
3742,Inhibitory neuron
3743,Inhibitory neuron
3744,Inhibitory neuron
3745,Excitatory neuron
3746,Inhibitory neuron
3747,Inhibitory neuron
3748,Inhibitory neuron
3749,Inhibitory neuron
3750,Inhibitory neuron
3751,Inhibitory neuron
3752,Inhibitory neuron
3753,Inhibitory neuron
3754,Inhibitory neuron
3755,Inhibitory neuron
3756,Inhibitory neuron
3757,Inhibitory neuron
3758,Inhibitory neuron
3759,Inhibitory neuron
3760,Inhibitory neuron
3761,Inhibitory neuron
3762,Inhibitory neuron
3763,Inhibitory neuron
3764,Inhibitory neuron
3765,Inhibitory neuron
3766,Inhibitory neuron
3767,Inhibitory neuron
3768,Inhibitory neuron
3769,Inhibitory neuron
3770,Inhibitory neuron
3771,Inhibitory neuron
3772,Inhibitory neuron
3773,Inhibitory neuron
3774,Inhibitory neuron
3775,Inhibitory neuron
3776,Inhibitory neuron
3777,Inhibitory neuron
3778,Inhibitory neuron
3779,Inhibitory neuron
3780,Inhibitory neuron
3781,Inhibitory neuron
3782,Inhibitory neuron
3783,Inhibitory neuron
3784,Inhibitory neuron
3785,Inhibitory neuron
3786,Inhibitory neuron
3787,Inhibitory neuron
3788,Inhibitory neuron
3789,Inhibitory neuron
3790,Inhibitory neuron
3791,Inhibitory neuron
3792,Inhibitory neuron
3793,Inhibitory neuron
3794,Inhibitory neuron
3795,Inhibitory neuron
3796,Inhibitory neuron
3797,Inhibitory neuron
3798,Inhibitory neuron
3799,Inhibitory neuron
3800,Inhibitory neuron
3801,Inhibitory neuron
3802,Inhibitory neuron
3803,Inhibitory neuron
3804,Inhibitory neuron
3805,Inhibitory neuron
3806,Excitatory neuron
3807,Inhibitory neuron
3808,Inhibitory neuron
3809,Inhibitory neuron
3810,Inhibitory neuron
3811,Inhibitory neuron
3812,Inhibitory neuron
3813,Inhibitory neuron
3814,Excitatory neuron
3815,Inhibitory neuron
3816,Inhibitory neuron
3817,Inhibitory neuron
3818,Inhibitory neuron
3819,Inhibitory neuron
3820,Inhibitory neuron
3821,Inhibitory neuron
3822,Inhibitory neuron
3823,Inhibitory neuron
3824,Inhibitory neuron
3825,Inhibitory neuron
3826,Inhibitory neuron
3827,Inhibitory neuron
3828,Inhibitory neuron
3829,Inhibitory neuron
3830,Inhibitory neuron
3831,Inhibitory neuron
3832,Inhibitory neuron
3833,Inhibitory neuron
3834,Inhibitory neuron
3835,Inhibitory neuron
3836,Inhibitory neuron
3837,Inhibitory neuron
3838,Inhibitory neuron
3839,Inhibitory neuron
3840,Inhibitory neuron
3841,Inhibitory neuron
3842,Inhibitory neuron
3843,Inhibitory neuron
3844,Inhibitory neuron
3845,Excitatory neuron
3846,Inhibitory neuron
3847,Inhibitory neuron
3848,Inhibitory neuron
3849,Inhibitory neuron
3850,Inhibitory neuron
3851,Inhibitory neuron
3852,Inhibitory neuron
3853,Inhibitory neuron
3854,Inhibitory neuron
3855,Inhibitory neuron
3856,Inhibitory neuron
3857,Inhibitory neuron
3858,Inhibitory neuron
3859,Excitatory neuron
3860,Excitatory neuron
3861,Inhibitory neuron
3862,Excitatory neuron
3863,Inhibitory neuron
3864,Inhibitory neuron
3865,Inhibitory neuron
3866,Inhibitory neuron
3867,Inhibitory neuron
3868,Inhibitory neuron
3869,Inhibitory neuron
3870,Inhibitory neuron
3871,Inhibitory neuron
3872,Inhibitory neuron
3873,Inhibitory neuron
3874,Inhibitory neuron
3875,Inhibitory neuron
3876,Inhibitory neuron
3877,Inhibitory neuron
3878,Inhibitory neuron
3879,Inhibitory neuron
3880,Inhibitory neuron
3881,Inhibitory neuron
3882,Inhibitory neuron
3883,Inhibitory neuron
3884,Inhibitory neuron
3885,Inhibitory neuron
3886,Inhibitory neuron
3887,Inhibitory neuron
3888,Inhibitory neuron
3889,Inhibitory neuron
3890,Inhibitory neuron
3891,Inhibitory neuron
3892,Inhibitory neuron
3893,Inhibitory neuron
3894,Inhibitory neuron
3895,Inhibitory neuron
3896,Excitatory neuron
3897,Inhibitory neuron
3898,Inhibitory neuron
3899,Inhibitory neuron
3900,Inhibitory neuron
3901,Inhibitory neuron
3902,Inhibitory neuron
3903,Inhibitory neuron
3904,Inhibitory neuron
3905,Inhibitory neuron
3906,Inhibitory neuron
3907,Inhibitory neuron
3908,Inhibitory neuron
3909,Inhibitory neuron
3910,Inhibitory neuron
3911,Inhibitory neuron
3912,Inhibitory neuron
3913,Inhibitory neuron
3914,Inhibitory neuron
3915,Inhibitory neuron
3916,Inhibitory neuron
3917,Inhibitory neuron
3918,Inhibitory neuron
3919,Inhibitory neuron
3920,Inhibitory neuron
3921,Inhibitory neuron
3922,Inhibitory neuron
3923,Inhibitory neuron
3924,Inhibitory neuron
3925,Inhibitory neuron
3926,Inhibitory neuron
3927,Inhibitory neuron
3928,Inhibitory neuron
3929,Inhibitory neuron
3930,Inhibitory neuron
3931,Inhibitory neuron
3932,Inhibitory neuron
3933,Inhibitory neuron
3934,Inhibitory neuron
3935,Inhibitory neuron
3936,Inhibitory neuron
3937,Inhibitory neuron
3938,Inhibitory neuron
3939,Inhibitory neuron
3940,Inhibitory neuron
3941,Inhibitory neuron
3942,Inhibitory neuron
3943,Inhibitory neuron
3944,Inhibitory neuron
3945,Inhibitory neuron
3946,Inhibitory neuron
3947,Inhibitory neuron
3948,Inhibitory neuron
3949,Inhibitory neuron
3950,Inhibitory neuron
3951,Inhibitory neuron
3952,Inhibitory neuron
3953,Inhibitory neuron
3954,Inhibitory neuron
3955,Inhibitory neuron
3956,Inhibitory neuron
3957,Inhibitory neuron
3958,Inhibitory neuron
3959,Inhibitory neuron
3960,Inhibitory neuron
3961,Inhibitory neuron
3962,Inhibitory neuron
3963,Inhibitory neuron
3964,Inhibitory neuron
3965,Inhibitory neuron
3966,Inhibitory neuron
3967,Inhibitory neuron
3968,Inhibitory neuron
3969,Inhibitory neuron
3970,Inhibitory neuron
3971,Inhibitory neuron
3972,Inhibitory neuron
3973,Inhibitory neuron
3974,Inhibitory neuron
3975,Inhibitory neuron
3976,Inhibitory neuron
3977,Inhibitory neuron
3978,Inhibitory neuron
3979,Inhibitory neuron
3980,Inhibitory neuron
3981,Inhibitory neuron
3982,Inhibitory neuron
3983,Inhibitory neuron
3984,Inhibitory neuron
3985,Inhibitory neuron
3986,Inhibitory neuron
3987,Inhibitory neuron
3988,Inhibitory neuron
3989,Inhibitory neuron
3990,Inhibitory neuron
3991,Excitatory neuron
3992,Excitatory neuron
3993,Excitatory neuron
3994,Excitatory neuron
3995,Excitatory neuron
3996,Excitatory neuron
3997,Excitatory neuron
3998,Excitatory neuron
3999,Excitatory neuron
4000,Excitatory neuron
4001,Excitatory neuron
4002,Excitatory neuron
4003,Excitatory neuron
4004,Excitatory neuron
4005,Excitatory neuron
4006,Excitatory neuron
4007,Excitatory neuron
4008,Excitatory neuron
4009,Excitatory neuron
4010,Excitatory neuron
4011,Excitatory neuron
4012,Excitatory neuron
4013,Excitatory neuron
4014,Excitatory neuron
4015,Excitatory neuron
4016,Excitatory neuron
4017,Excitatory neuron
4018,Excitatory neuron
4019,Excitatory neuron
4020,Excitatory neuron
4021,Excitatory neuron
4022,Excitatory neuron
4023,Excitatory neuron
4024,Inhibitory neuron
4025,Excitatory neuron
4026,Excitatory neuron
4027,Excitatory neuron
4028,Excitatory neuron
4029,Excitatory neuron
4030,Excitatory neuron
4031,Excitatory neuron
4032,Excitatory neuron
4033,Excitatory neuron
4034,Excitatory neuron
4035,Excitatory neuron
4036,Excitatory neuron
4037,Excitatory neuron
4038,Excitatory neuron
4039,Excitatory neuron
4040,Excitatory neuron
4041,Excitatory neuron
4042,Excitatory neuron
4043,Excitatory neuron
4044,Excitatory neuron
4045,Excitatory neuron
4046,Excitatory neuron
4047,Excitatory neuron
4048,Excitatory neuron
4049,Excitatory neuron
4050,Excitatory neuron
4051,Excitatory neuron
4052,Excitatory neuron
4053,Excitatory neuron
4054,Excitatory neuron
4055,Excitatory neuron
4056,Excitatory neuron
4057,Excitatory neuron
4058,Excitatory neuron
4059,Excitatory neuron
4060,Excitatory neuron
4061,Excitatory neuron
4062,Excitatory neuron
4063,Excitatory neuron
4064,Excitatory neuron
4065,Excitatory neuron
4066,Excitatory neuron
4067,Excitatory neuron
4068,Excitatory neuron
4069,Excitatory neuron
4070,Excitatory neuron
4071,Excitatory neuron
4072,Excitatory neuron
4073,Excitatory neuron
4074,Excitatory neuron
4075,Excitatory neuron
4076,Excitatory neuron
4077,Excitatory neuron
4078,Excitatory neuron
4079,Excitatory neuron
4080,Excitatory neuron
4081,Excitatory neuron
4082,Excitatory neuron
4083,Excitatory neuron
4084,Excitatory neuron
4085,Excitatory neuron
4086,Excitatory neuron
4087,Excitatory neuron
4088,Excitatory neuron
4089,Excitatory neuron
4090,Excitatory neuron
4091,Excitatory neuron
4092,Excitatory neuron
4093,Excitatory neuron
4094,Excitatory neuron
4095,Excitatory neuron
4096,Excitatory neuron
4097,Excitatory neuron
4098,Excitatory neuron
4099,Excitatory neuron
4100,Excitatory neuron
4101,Excitatory neuron
4102,Excitatory neuron
4103,Excitatory neuron
4104,Excitatory neuron
4105,Excitatory neuron
4106,Excitatory neuron
4107,Excitatory neuron
4108,Excitatory neuron
4109,Excitatory neuron
4110,Excitatory neuron
4111,Excitatory neuron
4112,Excitatory neuron
4113,Excitatory neuron
4114,Excitatory neuron
4115,Excitatory neuron
4116,Excitatory neuron
4117,Excitatory neuron
4118,Excitatory neuron
4119,Excitatory neuron
4120,Excitatory neuron
4121,Excitatory neuron
4122,Excitatory neuron
4123,Excitatory neuron
4124,Excitatory neuron
4125,Excitatory neuron
4126,Excitatory neuron
4127,Excitatory neuron
4128,Excitatory neuron
4129,Excitatory neuron
4130,Excitatory neuron
4131,Excitatory neuron
4132,Excitatory neuron
4133,Inhibitory neuron
4134,Excitatory neuron
4135,Excitatory neuron
4136,Excitatory neuron
4137,Excitatory neuron
4138,Excitatory neuron
4139,Excitatory neuron
4140,Excitatory neuron
4141,Excitatory neuron
4142,Excitatory neuron
4143,Excitatory neuron
4144,Excitatory neuron
4145,Excitatory neuron
4146,Excitatory neuron
4147,Excitatory neuron
4148,Excitatory neuron
4149,Excitatory neuron
4150,Excitatory neuron
4151,Excitatory neuron
4152,Excitatory neuron
4153,Inhibitory neuron
4154,Excitatory neuron
4155,Excitatory neuron
4156,Excitatory neuron
4157,Excitatory neuron
4158,Excitatory neuron
4159,Excitatory neuron
4160,Excitatory neuron
4161,Excitatory neuron
4162,Excitatory neuron
4163,Excitatory neuron
4164,Excitatory neuron
4165,Excitatory neuron
4166,Excitatory neuron
4167,Excitatory neuron
4168,Excitatory neuron
4169,Excitatory neuron
4170,Excitatory neuron
4171,Excitatory neuron
4172,Excitatory neuron
4173,Excitatory neuron
4174,Excitatory neuron
4175,Excitatory neuron
4176,Excitatory neuron
4177,Excitatory neuron
4178,Excitatory neuron
4179,Excitatory neuron
