,paul15_clusters,paul15_label,celltype,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
2073,1Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2074,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
2075,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2076,14Mo,Mo,Mo,8,4,6,3,2,3,4,2,1
2077,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2078,14Mo,Mo,Mo,5,3,4,2,5,2,1,1,5
2079,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2080,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2081,9GMP,GMP,GMP,8,3,6,2,6,3,7,1,1
2082,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2083,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2084,3Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2085,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2086,13Baso,Baso,Baso,8,3,1,2,6,2,7,1,1
2087,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
2088,4Ery,Ery,Ery,2,5,5,1,1,1,6,0,0
2089,3Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
2090,6Ery,Ery,Ery,2,1,2,1,7,1,5,0,1
2091,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
2092,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2093,4Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
2094,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
2095,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2096,12Baso,Baso,Baso,6,4,6,3,2,3,4,2,1
2097,19Lymph,Lymph,Lymph,6,3,8,3,8,3,2,2,1
2098,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2099,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2100,4Ery,Ery,Ery,1,10,5,1,1,1,5,0,0
2101,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2102,4Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2103,12Baso,Baso,Baso,6,11,6,3,2,3,4,2,1
2104,5Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2105,2Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2106,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2107,9GMP,GMP,GMP,8,4,6,3,2,3,4,2,1
2108,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2109,11DC,DC,DC,6,7,9,3,3,3,2,2,1
2110,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2111,14Mo,Mo,Mo,3,3,1,2,5,2,1,1,5
2112,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2113,2Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
2114,5Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2115,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2116,15Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2117,9GMP,GMP,GMP,8,7,6,2,6,3,7,1,1
2118,9GMP,GMP,GMP,8,1,6,3,2,3,4,2,1
2119,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2120,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2121,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
2122,5Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
2123,4Ery,Ery,Ery,1,10,5,1,1,1,5,0,0
2124,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2125,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2126,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2127,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2128,2Ery,Ery,Ery,1,3,5,1,1,1,6,0,0
2129,13Baso,Baso,Baso,8,1,1,2,6,2,7,1,1
2130,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2131,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
2132,6Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
2133,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2134,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2135,2Ery,Ery,Ery,1,7,3,1,1,1,5,0,0
2136,8Mk,Mk,Mk,6,6,7,3,2,3,4,2,1
2137,8Mk,Mk,Mk,6,6,7,3,2,3,4,2,1
2138,14Mo,Mo,Mo,3,9,1,2,5,2,1,1,5
2139,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2140,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2141,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
2142,7MEP,MEP,MEP,6,11,2,3,2,3,3,2,1
2143,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2144,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,4
2145,14Mo,Mo,Mo,7,9,6,2,5,2,1,1,1
2146,3Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2147,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2148,16Neu,Neu,Neu,3,9,1,2,6,2,7,1,5
2149,17Neu,Neu,Neu,6,1,6,3,2,3,4,2,1
2150,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,0
2151,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
2152,14Mo,Mo,Mo,7,3,6,2,6,2,7,1,1
2153,16Neu,Neu,Neu,5,9,4,2,5,2,1,1,5
2154,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2155,2Ery,Ery,Ery,1,5,3,1,7,1,5,0,0
2156,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2157,2Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2158,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2159,6Ery,Ery,Ery,2,6,2,3,2,3,3,2,1
2160,6Ery,Ery,Ery,6,6,2,3,2,3,3,2,1
2161,10GMP,GMP,GMP,8,1,6,3,2,3,4,2,1
2162,12Baso,Baso,Baso,6,6,2,3,2,3,3,2,1
2163,12Baso,Baso,Baso,6,1,6,3,2,3,4,2,1
2164,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2165,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2166,4Ery,Ery,Ery,2,1,2,3,2,3,3,2,1
2167,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2168,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2169,3Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2170,6Ery,Ery,Ery,2,6,2,1,1,1,3,0,1
2171,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2172,10GMP,GMP,GMP,6,7,6,3,2,3,4,2,1
2173,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2174,14Mo,Mo,Mo,7,11,1,2,6,2,7,1,5
2175,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2176,18Eos,Eos,Eos,4,11,6,3,5,2,4,1,1
2177,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2178,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2179,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2180,13Baso,Baso,Baso,8,4,1,2,6,2,7,1,5
2181,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2182,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2183,5Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
2184,10GMP,GMP,GMP,8,1,6,2,6,3,7,1,5
2185,5Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2186,14Mo,Mo,Mo,3,2,1,2,5,2,1,1,5
2187,13Baso,Baso,Baso,8,7,6,3,2,3,4,2,1
2188,14Mo,Mo,Mo,7,11,1,2,6,2,7,1,5
2189,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2190,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
2191,10GMP,GMP,GMP,6,4,7,3,2,3,4,2,1
2192,4Ery,Ery,Ery,1,10,5,1,1,1,5,0,0
2193,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2194,6Ery,Ery,Ery,6,3,2,3,2,3,3,2,1
2195,15Mo,Mo,Mo,4,9,1,2,5,2,1,1,5
2196,14Mo,Mo,Mo,8,4,6,2,6,3,7,1,5
2197,12Baso,Baso,Baso,6,6,6,3,2,3,4,2,1
2198,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
2199,10GMP,GMP,GMP,8,4,6,2,2,3,4,2,1
2200,15Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2201,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2202,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2203,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2204,9GMP,GMP,GMP,8,4,6,3,6,3,4,1,1
2205,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2206,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2207,3Ery,Ery,Ery,1,3,3,1,7,1,5,0,0
2208,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2209,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2210,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2211,2Ery,Ery,Ery,1,10,5,1,7,1,6,0,0
2212,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2213,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
2214,6Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
2215,5Ery,Ery,Ery,2,5,5,1,1,1,6,0,0
2216,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2217,10GMP,GMP,GMP,8,3,6,3,6,3,4,1,1
2218,9GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2219,13Baso,Baso,Baso,8,7,1,2,6,2,7,1,1
2220,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2221,12Baso,Baso,Baso,8,6,2,3,2,3,3,2,1
2222,5Ery,Ery,Ery,2,3,3,1,1,1,5,0,0
2223,13Baso,Baso,Baso,7,7,6,2,2,3,4,2,1
2224,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2225,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2226,10GMP,GMP,GMP,8,4,6,3,6,3,4,1,1
2227,15Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2228,4Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2229,5Ery,Ery,Ery,2,10,2,1,1,1,5,0,1
2230,8Mk,Mk,Mk,6,1,7,3,2,3,4,2,1
2231,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2232,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
2233,14Mo,Mo,Mo,3,9,1,2,5,2,1,1,5
2234,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
2235,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
2236,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2237,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2238,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2239,7MEP,MEP,MEP,6,4,7,3,2,3,4,2,1
2240,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2241,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2242,3Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
2243,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2244,19Lymph,Lymph,Lymph,6,1,8,3,8,3,2,2,1
2245,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2246,12Baso,Baso,Baso,6,6,6,3,2,3,4,2,1
2247,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2248,13Baso,Baso,Baso,7,1,1,2,6,2,7,1,5
2249,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2250,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2251,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2252,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
2253,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
2254,14Mo,Mo,Mo,7,4,1,2,6,2,7,1,5
2255,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2256,14Mo,Mo,Mo,7,11,6,3,6,2,4,1,1
2257,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2258,9GMP,GMP,GMP,6,1,2,3,2,3,3,2,1
2259,3Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
2260,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2261,14Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2262,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2263,12Baso,Baso,Baso,6,1,6,3,2,3,4,2,1
2264,9GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2265,1Ery,Ery,Ery,1,1,5,1,1,1,6,0,0
2266,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2267,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2268,2Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
2269,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2270,2Ery,Ery,Ery,1,3,5,1,1,1,6,0,0
2271,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2272,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2273,10GMP,GMP,GMP,8,1,6,3,2,3,4,2,1
2274,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2275,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2276,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2277,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2278,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2279,15Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
2280,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2281,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2282,5Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2283,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2284,5Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
2285,2Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
2286,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2287,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2288,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2289,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
2290,15Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
2291,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2292,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2293,7MEP,MEP,MEP,6,11,2,3,2,3,3,2,1
2294,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2295,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
2296,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2297,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2298,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2299,14Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
2300,13Baso,Baso,Baso,7,3,1,2,6,2,7,1,5
2301,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2302,6Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
2303,8Mk,Mk,Mk,6,6,7,3,2,3,4,2,1
2304,14Mo,Mo,Mo,7,11,1,2,6,2,7,1,5
2305,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
2306,9GMP,GMP,GMP,8,3,6,3,2,3,4,2,1
2307,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2308,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,4
2309,13Baso,Baso,Baso,8,3,1,2,6,2,7,1,1
2310,3Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2311,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2312,2Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
2313,9GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2314,14Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2315,3Ery,Ery,Ery,2,8,5,1,7,1,6,0,0
2316,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2317,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2318,16Neu,Neu,Neu,3,9,1,2,5,2,1,1,5
2319,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
2320,9GMP,GMP,GMP,6,7,6,3,2,3,4,2,1
2321,3Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
2322,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2323,10GMP,GMP,GMP,6,6,2,3,2,3,3,2,1
2324,14Mo,Mo,Mo,5,11,6,2,6,2,7,1,5
2325,3Ery,Ery,Ery,2,1,2,3,2,3,3,2,1
2326,6Ery,Ery,Ery,2,7,2,3,2,3,3,2,1
2327,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
2328,4Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2329,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2330,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2331,2Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2332,14Mo,Mo,Mo,7,4,6,2,6,2,7,1,1
2333,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2334,8Mk,Mk,Mk,6,4,2,3,2,3,3,2,1
2335,10GMP,GMP,GMP,8,7,6,3,6,3,4,1,1
2336,10GMP,GMP,GMP,8,4,6,3,2,3,4,2,1
2337,14Mo,Mo,Mo,5,3,6,2,6,2,7,1,5
2338,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2339,16Neu,Neu,Neu,4,9,4,2,6,2,7,1,5
2340,10GMP,GMP,GMP,8,6,1,2,6,2,7,1,1
2341,10GMP,GMP,GMP,7,3,1,2,6,2,7,1,5
2342,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2343,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2344,2Ery,Ery,Ery,2,3,3,1,1,1,5,0,0
2345,16Neu,Neu,Neu,4,9,4,2,6,2,7,1,5
2346,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2347,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2348,11DC,DC,DC,6,7,9,3,3,3,2,2,1
2349,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
2350,11DC,DC,DC,6,7,9,3,3,3,2,2,2
2351,14Mo,Mo,Mo,3,3,6,2,2,3,4,2,1
2352,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2353,2Ery,Ery,Ery,1,5,5,1,1,1,6,0,0
2354,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2355,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2356,2Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2357,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
2358,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2359,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2360,2Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2361,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
2362,9GMP,GMP,GMP,6,1,6,3,2,3,4,2,1
2363,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
2364,10GMP,GMP,GMP,8,1,6,3,2,3,4,2,1
2365,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
2366,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2367,15Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2368,5Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2369,5Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2370,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,4
2371,14Mo,Mo,Mo,7,4,1,3,6,2,7,1,1
2372,8Mk,Mk,Mk,6,4,7,3,2,3,4,2,1
2373,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2374,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2375,4Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
2376,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2377,13Baso,Baso,Baso,8,6,6,3,2,3,4,2,1
2378,6Ery,Ery,Ery,6,6,2,3,2,3,3,2,1
2379,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
2380,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2381,4Ery,Ery,Ery,1,10,3,1,7,1,5,0,0
2382,9GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2383,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
2384,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2385,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2386,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2387,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2388,12Baso,Baso,Baso,6,6,6,3,2,3,4,2,1
2389,3Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
2390,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2391,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
2392,9GMP,GMP,GMP,8,4,6,3,2,3,4,2,1
2393,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2394,10GMP,GMP,GMP,8,6,6,3,6,3,4,1,1
2395,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2396,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,4
2397,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2398,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,6
2399,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2400,3Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2401,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2402,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
2403,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2404,13Baso,Baso,Baso,8,11,6,2,6,2,7,1,5
2405,13Baso,Baso,Baso,7,11,6,2,6,2,7,1,1
2406,11DC,DC,DC,6,6,9,3,3,3,2,2,2
2407,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2408,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2409,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
2410,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2411,13Baso,Baso,Baso,7,11,4,2,6,2,7,1,5
2412,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2413,8Mk,Mk,Mk,6,6,7,3,2,3,4,2,1
2414,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2415,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
2416,14Mo,Mo,Mo,4,2,6,2,5,2,1,1,5
2417,19Lymph,Lymph,Lymph,6,7,8,3,8,3,2,2,1
2418,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2419,5Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2420,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,4
2421,7MEP,MEP,MEP,6,1,2,1,1,1,5,0,1
2422,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,4
2423,15Mo,Mo,Mo,4,4,4,2,5,2,1,1,5
2424,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2425,12Baso,Baso,Baso,8,6,6,3,2,3,4,2,1
2426,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2427,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2428,3Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2429,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
2430,14Mo,Mo,Mo,4,9,4,3,5,2,1,1,5
2431,10GMP,GMP,GMP,8,4,6,3,6,3,4,1,1
2432,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2433,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2434,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2435,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
2436,19Lymph,Lymph,Lymph,6,7,8,3,8,3,2,2,7
2437,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2438,6Ery,Ery,Ery,2,1,2,3,2,3,3,2,1
2439,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2440,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2441,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
2442,13Baso,Baso,Baso,8,11,6,3,2,3,4,2,1
2443,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2444,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
2445,9GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2446,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2447,10GMP,GMP,GMP,8,1,6,3,6,3,4,1,1
2448,14Mo,Mo,Mo,3,3,4,2,5,2,1,1,5
2449,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2450,6Ery,Ery,Ery,6,3,2,3,2,3,3,2,1
2451,10GMP,GMP,GMP,8,6,1,2,6,2,7,1,1
2452,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2453,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2454,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2455,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2456,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2457,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
2458,5Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
2459,13Baso,Baso,Baso,3,1,1,2,6,2,7,1,5
2460,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2461,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2462,3Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2463,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2464,4Ery,Ery,Ery,2,5,5,1,1,1,6,0,0
2465,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
2466,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2467,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
2468,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
2469,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2470,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,4
2471,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2472,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
2473,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2474,9GMP,GMP,GMP,8,3,6,2,6,3,7,1,1
2475,19Lymph,Lymph,Lymph,6,1,8,3,2,3,3,2,1
2476,11DC,DC,DC,6,11,9,3,3,3,2,2,1
2477,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2478,17Neu,Neu,Neu,6,11,6,3,2,3,4,2,1
2479,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
2480,13Baso,Baso,Baso,8,3,6,2,6,3,7,1,1
2481,13Baso,Baso,Baso,5,7,6,3,6,3,4,1,1
