,celltype,protocol,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
12th-C80_S215,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
12th-C81_S207,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
12th-C95_S174,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C13_S149,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C18_S179,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C1_S147,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C20_S142,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C29_S188,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C31_S137,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C3_S132,alpha,fluidigmc1,2,1,8,9,6,1,14,3,2
13th_C4_S191,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C53_S205,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C54_S212,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C55_S156,alpha,fluidigmc1,2,1,8,9,6,1,14,3,1
13th_C60_S213,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C6_S177,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C76_S216,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C77_S209,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C79_S174,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C86_S168,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C88_S218,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C92_S169,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
13th_C93_S162,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C15_S3,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C18_S51,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C19_S20,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C20_S12,alpha,fluidigmc1,2,1,8,9,6,1,14,3,1
1st-C21_S4,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C50_S33,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C51_S41,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C53_S74,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C56_S34,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C57_S42,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C59_S77,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C62_S35,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C68_S36,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C71_S83,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
1st-C73_S45,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C74_S37,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C75_S29,alpha,fluidigmc1,2,1,9,5,6,6,1,3,3
1st-C78_S85,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C80_S38,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
1st-C8_S10,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C11_S20,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C16_S33,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C1_S3,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C26_S50,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C28_S55,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C29_S56,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C31_S61,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C36_S69,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C39_S75,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C3_S1,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C47_S92,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C4_S9,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C57_S18,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C58_S22,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C67_S40,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C69_S42,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C6_S7,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C74_S53,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C75_S52,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C77_S59,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C80_S65,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C83_S71,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C8_S14,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
2nd-C94_S96,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C12_S68,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C18_S80,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C21_S11,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C23_S94,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
3rd-C26_S28,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C27_S49,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C32_S31,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C3_S2,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C46_S93,alpha,fluidigmc1,2,1,8,9,6,1,14,3,1
3rd-C49_S60,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C52_S86,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C57_S5,alpha,fluidigmc1,2,1,8,9,6,1,14,3,1
3rd-C61_S64,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C63_S54,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C67_S69,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
3rd-C69_S78,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C76_S22,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
3rd-C79_S67,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C7_S40,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C85_S79,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C85_S83,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C91_S91,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C95_S81,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
3rd-C9_S5,alpha,fluidigmc1,2,1,8,9,6,1,14,3,2
4th-C12_S19,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C18_S31,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C22_S45,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C23_S44,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C29_S56,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C33_S63,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C35_S68,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C36_S69,alpha,fluidigmc1,2,1,8,9,6,1,14,3,1
4th-C37_S73,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C40_S79,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C43_S85,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C4_S9,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C50_S5,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C51_S6,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C56_S17,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C57_S18,alpha,fluidigmc1,2,5,8,9,6,1,14,3,1
4th-C59_S23,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C62_S29,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C63_S30,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C64_S34,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C66_S36,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C68_S41,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C69_S42,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C73_S54,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C75_S52,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C79_S66,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C80_S65,alpha,fluidigmc1,2,1,8,5,6,1,1,3,1
4th-C82_S72,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C83_S71,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C86_S77,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C88_S84,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
4th-C92_S89,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C94_S96,alpha,fluidigmc1,2,2,18,9,6,4,14,3,1
4th-C96_S94,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
4th-C9_S13,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
5th-C21_S102,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
5th-C34_S108,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
5th-C59_S94,alpha,fluidigmc1,2,1,8,9,6,1,14,3,1
5th-C66_S101,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
5th-C68_S106,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
5th-C69_S107,alpha,fluidigmc1,2,1,8,9,6,1,14,3,1
5th-C6_S84,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
5th-C70_S103,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
5th-C74_S110,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
5th-C77_S107,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
5th-C7_S93,alpha,fluidigmc1,2,1,9,9,6,1,1,3,1
5th-C87_S119,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
5th-C92_S124,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C21_S33,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C34_S61,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C45_S81,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C53_S10,alpha,fluidigmc1,2,1,8,5,6,1,1,3,2
6th-C5_S8,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C65_S31,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C83_S65,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C87_S70,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
6th-C9_S12,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C11_S18,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C14_S24,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C32_S54,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C34_S59,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C36_S61,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C49_S4,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C58_S20,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C69_S39,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
7th-C79_S58,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
7th-C85_S69,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C11_S99,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
8th-C20_S116,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C21_S115,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C23_S121,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C26_S126,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C28_S131,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C34_S141,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C37_S146,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C55_S96,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
8th-C57_S98,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C58_S101,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C59_S102,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C64_S112,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C74_S129,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C79_S140,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C7_S95,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
8th-C85_S150,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C90_S152,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C94_S162,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
8th-C95_S161,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C15_S22,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C17_S29,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
9th-C19_S36,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
9th-C20_S35,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C29_S51,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C30_S52,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
9th-C40_S69,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
9th-C49_S4,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C52_S10,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
9th-C62_S26,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C64_S31,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C67_S37,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C74_S48,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C75_S47,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C77_S53,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C80_S56,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C83_S61,alpha,fluidigmc1,2,2,8,9,6,1,14,3,1
9th-C85_S68,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C87_S66,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C92_S77,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
9th-C9_S13,alpha,fluidigmc1,2,2,8,9,6,1,14,3,2
AZ_B9,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_A6,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_C1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_A11,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_C2,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_B11,alpha,smartseq2,5,1,7,1,3,6,5,1,4
AZ_B12,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_B2,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_B3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_B5,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_E12,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_D3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_E4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_G4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_G3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_D9,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_E2,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_C8,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_E5,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_F4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_C5,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_D7,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_D4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_E8,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_F8,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_G1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_E9,alpha,smartseq2,3,2,2,1,1,4,6,0,2
AZ_H9,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J14,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_C14,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M14,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L13,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H14,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L21,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K22,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_I22,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_F4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_A12,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_D5,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M5,alpha,smartseq2,3,1,2,1,1,4,6,0,2
HP1502401_K17,alpha,smartseq2,3,2,2,11,1,4,6,0,2
HP1502401_H15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H8,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_N17,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O2,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J21,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J8,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_N15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H7,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_I15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_I4,alpha,smartseq2,3,1,2,1,10,2,6,0,2
HP1502401_J23,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M18,alpha,smartseq2,3,2,2,1,7,4,6,0,2
HP1502401_K15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_G10,alpha,smartseq2,3,2,18,1,1,4,6,0,2
HP1502401_L2,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L23,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_F19,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L17,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O22,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L12,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H2,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K9,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_E16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O21,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M10,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J11,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L11,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_I16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_N12,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M24,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_N4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_E21,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H10,alpha,smartseq2,3,1,2,1,1,4,6,0,3
HP1502401_J6,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M7,alpha,smartseq2,3,2,18,1,1,4,6,0,2
HP1502401_O24,alpha,smartseq2,3,2,18,1,1,4,6,0,2
HP1502401_C16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_B20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_D8,alpha,smartseq2,3,2,2,11,1,4,6,0,2
HP1502401_F12,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L7,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_A4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K5,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_C4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O23,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_B5,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_E6,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J18,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_J4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_A15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_D20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_G7,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H5,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_D16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M19,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K6,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K2,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O8,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_E17,alpha,smartseq2,4,1,7,6,3,7,5,1,3
HP1502401_M23,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_I18,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_I1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L22,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_G8,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M9,alpha,smartseq2,3,2,2,1,7,4,6,0,2
HP1502401_D24,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L9,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H24,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_O17,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M11,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_F23,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_M21,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K21,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_N20,alpha,smartseq2,3,2,18,1,1,4,6,0,2
HP1502401_E11,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K11,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_B10,alpha,smartseq2,3,2,18,1,1,4,6,0,2
HP1502401_F20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_B16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_L1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_A17,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_H1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_I23,alpha,smartseq2,3,1,2,1,1,4,6,0,2
HP1502401_O3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_F10,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_N3,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_N19,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1502401_K20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_M6,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_F15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_F10,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_M18,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_L23,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_N17,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_G1,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_M19,alpha,smartseq2,3,2,11,1,9,4,15,0,3
HP1504101T2D_J15,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_N7,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_O16,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_M4,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_I20,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_K24,alpha,smartseq2,3,2,2,1,1,4,6,0,2
HP1504101T2D_I1,alpha,smartseq2,3,2,2,11,11,4,6,0,2
